"","ISO","Language.Name","Altitude","Area","Bordering.languages","Bordering.languages.km","Extended","L1.pop","Polysynthetic","Roughness","Small.family","Vehicularity"
"1793","gjk","Kachi Koli",107.9751701,9672.08431,8,0.01172151,0,570000,0,3.979795575,0,0
"1794","gjn","Gonja",166.739624,10319.70402,7,0.005186794,0,230000,0,4.208394527,0,0
"1795","gju","Gujari",2735.818115,19151.66838,12,0.008084735,0,992000,0,6.393241167,0,0
"1796","gka","Guya",1796.082153,22.69205268,6,0.323343202,0,130,0,7.287487507,0,0
"1797","gke","Ndai",603.6871529,5.974633119,1,0.10180385,0,5,0,5.26025784,0,0
"1798","gkn","Gokana",269.6792212,87.93543923,4,0.109265543,0,100000,0,4.263822079,0,0
"1799","gkp","Guinea Kpelle",374.9085236,6368.893433,5,0.01206349,0,460000,0,4.815354943,0,0
"1800","gla","Scottish Gaelic",179.1583252,5602.198239,3,0.000928,0,58700,0,5.255717278,0,1
"1801","glc","Bon Gula",136.2522011,981.4351379,3,0.020424682,0,1200,0,3.571096063,0,0
"1802","gld","Nanai",1049.331024,14741.58736,4,0.002657481,0,1390,0,5.595649004,0,0
"1803","gle","Irish",191.2605209,18060.41099,3,0.000992,0,254000,0,4.850632429,0,1
"1804","glg","Galician",492.2169571,36551.17564,3,0.001783105,0,2355000,0,5.973587871,0,1
"1805","glh","Northwest Pashayi",3131.360229,3017.670953,8,0.018139265,0,70000,0,7.098942757,0,0
"1806","glj","Gula Iro",150.9678764,1921.839834,7,0.026780448,0,3500,0,3.60288161,0,0
"1807","glk","Gilaki",2267.788818,6666.325567,3,0.007134904,0,3270000,0,6.853163242,0,0
"1808","glo","Galambu",819.1970825,322.8754843,4,0.053411744,0,25000,0,5.055850029,0,0
"1809","glr","Glaro-Twabo",206.869194,1393.301573,6,0.027270619,0,4270,0,4.345473766,0,0
"1810","glu","Gula (Chad)",124.7696419,645.8908121,4,0.024855832,0,10300,0,3.67289114,0,0
"1811","glv","Manx",410.539917,6897.851064,4,0.004473278,0,0,0,5.480035782,0,0
"1812","glw","Glavda",430.8778992,278.1459798,6,0.064101481,0,31300,0,4.921094418,0,0
"1813","gly","Gule",120.1229248,55606.17051,1,0.001105244,0,1000,0,3.662901163,1,0
"1814","gma","Gambera",298.2838898,2803.00527,2,0.00458177,0,0,0,5.057552338,0,0
"1815","gmb","Gula'alaa",447.8432312,5.823142688,0,0,0,1570,0,5.977975368,0,0
"1816","gmd","Mághdì",888.0291748,114.1676051,5,0.117484068,0,2000,0,5.457853079,0,0
"1817","gmm","Gbaya-Mbodomo",237.1779842,12416.21833,11,0.013908317,0,8000,0,4.520976484,0,0
"1818","gmn","Gimnime",683.534373,212.9098394,4,0.056754946,0,3000,0,5.528967063,0,0
"1819","gmu","Gumalu",2141.664124,1.626252064,1,0.189891121,0,580,0,7.110357523,0,0
"1820","gmx","Magoma",1259.50885,213.4143876,2,0.029336726,0,9000,0,6.45671463,0,0
"1821","gna","Kaansa",144.7321644,1264.198506,4,0.01566318,0,6000,0,4.224235296,0,0
"1822","gnb","Gangte",1087.531616,154.0804641,2,0.042512708,0,14500,0,6.082821131,0,0
"1823","gnd","Zulgo-Gemzek",269.8820686,176.2913111,6,0.102224637,0,26000,0,3.989992976,0,0
"1824","gne","Ganang",877.9816895,21.74180766,3,0.152110931,0,3000,0,5.435926914,0,0
"1825","gng","Ngangam",299.320343,1844.934472,6,0.025862256,0,66000,0,4.737091064,0,0
"1826","gnh","Lere",548.7653198,0.678619598,0,0,0,0,0,5.003487428,0,0
"1827","gni","Gooniyandi",256.4035721,5706.894673,5,0.012677998,0,410,0,4.476154566,1,0
"1828","gnk","//Gana",142.1733742,12605.17339,7,0.015550392,0,2000,0,4.019387364,0,0
"1829","gnl","Gangulu",329.0385895,57523.91756,5,0.002988357,0,0,0,4.799756289,0,0
"1830","gnm","Ginuman",925.5508041,204.6149858,4,0.051102899,0,1440,0,6.496482968,0,0
"1831","gnn","Gumatj",54.89763784,143.5687172,2,0.03122641,0,240,0,3.681481957,0,0
"1832","gno","Northern Gondi",412.6156006,14148.15669,4,0.00643387,0,1950000,0,5.222826481,0,0
"1833","gnq","Gana",945.8967285,58.73602263,1,0.033883778,0,0,0,6.378071308,0,0
"1834","gnr","Gureng Gureng",345.8870697,24505.26565,4,0.006146777,0,0,0,4.972699761,0,0
"1835","gnt","Warta Thuntai",35.64186859,706.0473445,3,0.027694602,0,350,0,2.716600895,0,0
"1836","gnu","Gnau",798.9605103,23.83754252,1,0.05660752,0,1330,0,5.861983538,0,0
"1837","gnw","Western Bolivian Guaraní",2000.903931,19088.88137,3,0.005296008,1,7000,0,6.553425312,0,0
"1838","gnz","Ganzi",147.2993927,19697.89275,2,0.002552154,0,1400,0,3.85508275,0,0
"1839","goa","Guro",151.0198822,12456.25748,13,0.014206709,0,500000,0,4.05508852,0,0
"1840","gob","Playero",2158.663818,4617.140863,1,0.002166211,1,350,1,5.196719646,0,0
"1841","goc","Gorakor",1785.090088,286.8754899,3,0.04443582,0,2740,0,7.233548403,0,0
"1842","god","Godié",189.6698608,5570.03878,8,0.02463662,0,26400,0,4.330052853,0,0
"1843","goe","Gongduk",2595.684082,19.06995918,1,0.062709736,0,2000,0,6.736559391,0,0
"1844","gog","Gogo",916.0946198,37274.82476,10,0.01108816,0,1440000,0,5.888583541,0,0
"1845","goi","Gobasi",1536.624977,1126.825612,4,0.02836647,0,1100,0,5.357548356,0,0
"1846","gol","Gola",372.8081665,8511.060439,7,0.010559337,0,107300,0,4.633825302,0,0
"1847","gom","Goan Konkani",580.4937439,17204.51922,6,0.005055652,0,3633900,0,5.743827581,0,0
"1848","goo","Gone Dau",221.0307007,12.84750682,0,0,0,690,0,5.325935841,0,0
"1849","gop","Yeretuar",971.5572357,344.0946264,3,0.036980085,0,350,0,6.27539587,0,0
"1850","goq","Gorap",267.2740326,62.92068138,2,0.039319296,0,1000,0,5.947149992,0,0
"1851","gor","Gorontalo",554.6232834,6736.158975,6,0.007218432,0,1000000,0,6.402322054,0,0
"1852","gos","Gronings",248.309761,2640.524943,4,0.013266272,0,592000,0,4.176306009,0,0
"1853","gou","Gavar",430.8778992,184.0771304,5,0.078622397,0,7000,0,4.921094418,0,0
"1854","gow","Gorowa",743.1786499,2140.10278,4,0.020492131,0,50000,0,5.995214105,0,0
"1855","gox","Gobu",189.661644,1343.426738,7,0.028547165,0,12000,0,4.35452795,0,0
"1856","goy","Goundo",136.7696972,78.11641232,2,0.060130118,0,30,0,3.534199655,0,0
"1857","goz","Gozarkhani",2464.663208,6205.096533,4,0.012696843,0,0,0,7.057661533,0,0
"1858","gpa","Gupa-Abawa",441.9626465,618.5720191,7,0.056635587,0,15000,0,5.225616614,0,0
"1859","gpn","Taiap",897.2494507,69.27178779,3,0.09134978,0,75,0,5.110510349,1,0
"1860","gqa","Ga'anda",496.9773712,257.7336472,3,0.049859053,0,43000,0,5.214917302,0,0
"1861","gqi","Guiqiong",1624.37207,1110.353468,3,0.022976163,0,6000,0,6.860605717,0,0
"1862","gqr","Gor",253.5741196,3840.753362,5,0.01546673,0,87000,0,4.16641283,0,0
"1863","gra","Rajput Garasia",381.8859329,9855.815477,5,0.01367927,0,100000,0,4.817055941,0,0
"1864","grc","Ancient Greek",876.1844177,11869.88342,0,0,0,0,0,6.508544922,0,0
"1865","grd","Guruntum-Mbaaru",819.1970825,176.725766,7,0.085374735,0,15000,0,5.055850029,0,0
"1866","grg","Madi (Papua New Guinea)",1796.082153,21.19038443,4,0.170843275,0,380,0,7.287487507,0,0
"1867","grh","Gbiri-Niragu",539.4652405,239.1351862,5,0.063690292,0,25000,0,5.119170904,0,0
"1868","gri","Ghari",383.1600037,1765.395737,4,0.016224858,0,12100,0,5.952130795,0,0
"1869","grj","Southern Grebo",103.5962045,1105.725295,5,0.030870854,0,61600,0,4.36568594,0,0
"1870","grm","Kota Marudu Talantang",436.6037292,26.75517336,2,0.094144602,0,0,0,5.798703909,0,0
"1871","gro","Groma",2350.044067,1053.089737,4,0.020302642,0,26800,0,6.070590973,0,0
"1872","grq","Gorovu",1692.247772,54.63594759,3,0.104562205,0,15,0,6.021868944,0,0
"1873","grr","Sud Oranais-Gourara",669.571991,37854.04508,4,0.002330065,0,58000,0,5.574148178,0,0
"1874","grs","Gresi",1018.881248,225.2164935,5,0.073849009,0,2500,0,6.221927762,0,0
"1875","grt","Garo",1210.084686,9515.825166,13,0.010627703,0,1009000,0,5.138779879,0,1
"1876","gru","Kistane",1318.518066,1020.881186,6,0.037602997,0,255000,0,6.72128129,0,0
"1877","grv","Central Grebo",112.3574785,1604.290717,5,0.025569601,0,30800,0,4.383502483,0,0
"1878","grw","Gweda",724.4180908,2.686733909,2,0.295944793,0,26,0,6.134134293,0,0
"1879","grx","Guriaso",988.9312134,426.2900471,4,0.045834691,0,160,0,6.103123665,1,0
"1880","gry","Barclayville Grebo",112.3574785,808.068969,3,0.026458436,0,23700,0,4.383502483,0,0
"1881","gsl","Gusilay",32.27769279,67.32556921,2,0.067235809,0,15400,0,3.006101012,0,0
"1882","gsn","Gusan",1785.090088,58.60198342,5,0.153978151,0,800,0,7.233548403,0,0
"1883","gso","Southwest Gbaya",265.8569565,20558.68464,9,0.012161044,0,220000,0,4.783255339,0,0
"1884","gsp","Wasembo",2019.14209,88.55342407,1,0.026938155,0,590,0,7.133441448,0,0
"1885","gsw","Central Alemannic",1188.548096,33247.71007,9,0.004727426,0,6169000,0,6.074306488,0,0
"1886","gta","Guató",263.7953224,2707.886212,1,0.003413623,0,4,0,4.114059925,1,0
"1887","gua","Shiki",567.3654785,98.84983226,2,0.050008115,0,1200,0,4.772120476,0,0
"1888","guc","Wayuu",1142.782528,32700.31146,2,0.000929,1,321000,1,5.445554137,0,0
"1889","gud","Yocoboué Dida",179.9412308,3062.748327,6,0.021531331,0,102000,0,4.259774923,0,0
"1890","gue","Gurindji",249.5062714,45842.03604,6,0.006973024,0,590,0,4.714334965,0,0
"1891","guf","Gupapuyngu",134.1550407,623.1127819,4,0.013995008,0,330,0,4.116720319,0,0
"1892","gug","Paraguayan Guaraní",143.9016466,354594.2897,19,0.003111189,1,4650000,0,3.61351645,0,1
"1893","guh","Guahibo",120.8105698,113026.504,10,0.004940892,1,34200,1,3.136924982,0,0
"1894","gui","Eastern Bolivian Guaraní",1099.269264,46866.85032,5,0.003699197,1,51230,0,5.506456733,0,0
"1895","guj","Gujarati",182.8992004,142682.8315,10,0.002718023,0,45700000,0,4.416826487,0,1
"1896","guk","Northern Gumuz",1171.118622,37061.81877,6,0.00371131,0,219000,0,6.153535128,1,0
"1897","gum","Guambiano",2931.504517,1215.335857,1,0.007679741,0,21000,0,7.160820484,0,0
"1898","gun","Mbyá Guaraní",559.3394318,53528.38759,8,0.002173762,1,15000,0,5.96436739,0,0
"1899","guo","Guayabero",566.4966021,5929.943983,2,0.0048087,1,1000,1,4.064431787,0,0
"1900","gup","Bininj Kun-Wok",169.3298397,9989.485767,13,0.026756006,1,1220,1,4.232854426,0,0
"1901","guq","Aché",186.0385895,3574.18014,3,0.00641448,1,1000,0,4.19486022,0,0
"1902","gur","Farefare",187.97229,3332.372352,5,0.018032572,0,845100,0,4.234268188,0,1
"1903","gut","Maléku Jaíka",594.4095459,66.27680454,1,0.030125031,0,750,0,5.792328596,0,0
"1904","guu","Yanomamö",627.8520203,69841.96626,8,0.006681807,1,19700,1,5.565264225,0,0
"1905","guw","Gun",110.8378437,1225.27385,6,0.028799671,0,579000,0,4.426436424,0,0
"1906","gux","Gourmanchéma",92.93146515,62941.96974,11,0.005829385,0,813000,0,3.541950941,0,0
"1907","guz","Gusii",954.5909424,5877.252698,6,0.013109952,0,2205300,0,5.970880508,0,0
"1908","gva","Guana (Paraguay)",156.3149122,765.2426616,5,0.042015225,0,28,0,3.621909062,1,0
"1909","gvc","Kotiria",76.08055496,1436.228565,2,0.007532259,0,750,0,3.491845965,0,0
"1910","gve","Duwet",1785.090088,24.83548935,3,0.12900772,0,400,0,7.233548403,0,0
"1911","gvf","Golin",2047.476929,932.2003875,5,0.035078471,0,51100,0,6.682682276,0,0
"1912","gvj","Guajá",176.6143723,10923.69907,1,0.002260442,0,280,0,4.148459435,0,0
"1913","gvl","Gulay",136.3961639,3546.033179,7,0.020224406,0,163000,0,3.896679401,0,0
"1914","gvm","Gurmana",416.64785,175.9347185,3,0.05222429,0,3000,0,4.98980844,0,0
"1915","gvn","Kuku-Yalanji",356.2961121,5368.388232,2,0.005712596,0,360,0,5.254523277,0,0
"1916","gvo","Gavião Do Jiparaná",216.964653,911.5152534,1,0.008874415,0,340,0,4.39515996,0,0
"1917","gvp","Pará Gavião",195.164828,1144.300728,1,0.006932381,0,0,0,4.184237401,0,0
"1918","gvr","Gurung",4857.905762,2156.342806,8,0.028055695,0,158000,0,7.085071564,0,0
"1919","gvs","Gumawana",678.3092041,23.32771399,0,0,0,470,0,6.095396519,0,0
"1920","gvy","Guyani",318.5310287,34837.27961,5,0.003263128,0,0,0,5.052508473,0,0
"1921","gwa","Mbato",180.5846939,419.7659176,3,0.035122458,0,25000,0,4.229865789,0,0
"1922","gwb","Gwa",679.3311615,79.4408254,3,0.086471412,0,980,0,5.087510467,0,0
"1923","gwc","Kalami",2698.743225,535.0343283,5,0.02192279,0,100000,0,7.037541389,0,0
"1924","gwd","Ale-Gawwada",1325.46106,1677.23358,7,0.037074815,0,68600,0,6.516802788,0,0
"1925","gwe","Gweno",788.3458252,533.524932,4,0.040265958,0,2200,0,6.091187239,0,0
"1926","gwf","Gowro",3217.729004,10.35525185,2,0.148622238,0,200,0,6.987045288,0,0
"1927","gwg","Moo",525.9998779,24.70300162,4,0.196452505,0,5000,0,5.291288614,0,0
"1928","gwi","Gwich'in",952.2111206,8727.667216,1,0.001056082,1,670,1,5.76127553,0,0
"1929","gwj","/Gwi",159.3972168,23904.18298,9,0.014609978,0,2500,0,4.119505405,0,0
"1930","gwn","Gwandara",684.9346924,3585.462187,15,0.027067718,0,27300,0,5.532274246,0,0
"1931","gwr","Gwere",938.9922981,1459.865255,5,0.029923238,0,409000,0,5.148241937,0,0
"1932","gwt","Gawar-Bati",3151.301921,103.3580727,5,0.063925685,0,9500,0,7.084478537,0,0
"1933","gwu","Guwamu",239.0979996,55938.54907,5,0.005022243,0,0,0,3.938278317,0,0
"1934","gww","Kwini",345.7168884,157.0706803,1,0.012922497,0,50,0,4.798287153,0,0
"1935","gwx","Gua",282.1754456,197.6165983,2,0.029546278,0,60200,0,4.778396726,0,0
"1936","gxx","Wè Southern",224.6209183,13675.04858,9,0.01387268,0,293000,0,4.372335792,0,0
"1937","gya","Northwest Gbaya",593.9775162,62615.53675,20,0.011901146,0,267000,0,5.217442155,0,0
"1938","gyb","Garus",1746.354324,168.4162376,8,0.133298732,0,2650,0,6.392463326,0,0
"1939","gyd","Kayardild",46.64881897,148.5153906,1,0.011180719,0,23,0,3.449180841,0,0
"1940","gye","Gyem",677.4633179,151.9862497,1,0.020363638,0,1000,0,4.939255873,0,0
"1941","gyf","Gungabula",406.7140198,40225.35353,4,0.004809707,0,0,0,4.932891846,0,0
"1942","gyg","Gbayi",147.671402,543.917868,4,0.026807582,0,5000,0,4.360044956,0,0
"1943","gyi","Gyele",457.6801147,8616.31581,9,0.016220546,0,4279,0,5.3251489,0,0
"1944","gyl","Gayil",1286.789124,211.2021788,4,0.062190181,0,55700,0,6.565350771,0,0
"1945","gym","Ngäbere",1459.347534,10117.74021,4,0.003250081,0,174100,0,6.804171562,0,0
"1946","gyr","Guarayu",270.5296936,18613.94664,2,0.003480817,0,5930,0,4.692325354,0,0
"1947","gyy","Gunya",196.4415207,52849.50746,7,0.007316071,0,0,0,4.205569029,0,0
"1948","gza","Ganza",1218.894608,10218.42221,3,0.005671798,0,3000,0,6.275083184,0,0
"1949","gzi","Gazi",1257.200439,329.4678759,1,0.014665457,0,7030,0,6.363783677,0,0
"1950","gzn","Gane",269.3351364,1559.155043,4,0.015574865,0,2900,0,5.764955997,0,0
"1951","haa","Han",949.5222575,1217.991931,0,0,1,19,1,5.726926168,0,0
"1952","hac","Gurani",1263.753174,22673.07867,2,0.002201562,0,200000,0,6.314060092,0,0
"1953","had","Hatam",690.2702484,1096.505571,2,0.012010114,0,16000,0,6.602007151,1,0
"1954","hae","Eastern Oromo",1462.921326,37000.16591,5,0.004027993,0,4530000,0,6.337502003,0,0
"1955","hag","Hanga",162.4852524,1251.480502,3,0.019072782,0,6800,0,4.320318937,0,0
"1956","hah","Hahon",529.6743622,290.6781314,4,0.033893251,0,1300,0,6.531032801,0,0
"1957","haj","Hajong",1218.669601,2422.335349,7,0.014868726,0,71000,0,4.436214805,0,0
"1958","hal","Halang",953.9423218,1090.842949,6,0.032097237,0,17500,0,6.100522041,0,0
"1959","ham","Hewa",1850.424581,2810.888539,6,0.021556958,0,2150,0,6.277340889,0,0
"1960","han","Hangaza",716.2942581,1664.78606,6,0.028353793,0,150000,0,5.528250933,0,0
"1961","hao","Hakö",436.6889458,117.8475064,2,0.03960918,0,5000,0,6.034129143,0,0
"1962","hap","Hupla",2090.648254,76.53006608,3,0.073390076,0,3000,0,5.728715658,0,0
"1963","haq","Ha",863.0408936,14076.91397,9,0.008842554,0,990000,0,5.572983742,0,0
"1964","har","Harari",1117.030396,5.299333543,1,0.116503419,0,25800,0,6.119589806,0,0
"1965","has","Haisla",824.87854,31.85636728,1,0.044809107,1,170,1,6.287465413,0,0
"1966","hau","Hausa",174.5550461,369189.4287,96,0.016869863,0,23960500,0,4.213650227,0,1
"1967","hav","Havu",801.5275574,1196.07063,3,0.007347404,0,506000,0,6.076093197,0,0
"1968","haw","Hawaiian",1527.625122,16691.71149,2,0.001341754,0,2000,0,7.541311979,0,1
"1969","hax","Southern Haida",317.1145554,19.43105234,1,0.04524828,1,10,1,5.648430983,1,0
"1970","hay","Haya",327.2502747,7623.819296,6,0.00857417,0,1300000,0,4.758871555,0,0
"1971","haz","Hazaragi",1319.665283,96009.33721,5,0.002292272,0,2210000,0,6.552286386,0,0
"1972","hba","Hamba de Lomela",122.824234,10118.96773,7,0.017619444,0,13000,0,3.894941211,0,0
"1973","hbb","Huba",427.6266073,2598.403146,14,0.043454789,0,175000,0,5.094514211,0,0
"1974","hbn","Ebang",321.7355499,715.8358311,6,0.050413499,0,4410,0,4.469157696,0,0
"1975","hbo","Ancient Hebrew",965.9433594,128.80048,3,0.036256928,0,0,0,6.142790556,0,0
"1976","hbu","Habu",607.0228004,77.19772283,4,0.121509248,0,2700,0,6.233151197,0,0
"1977","hca","Andaman Creole Hindi",75.4839859,5836.352206,5,0.002853842,0,10000,0,4.28423357,0,0
"1978","hch","Huichol",1275.641556,10110.78447,3,0.007332845,1,17800,1,6.605248451,0,0
"1979","hdn","Northern Haida",815.7821655,2332.651799,1,0.000778,1,45,1,5.822746754,1,0
"1980","hdy","Hadiyya",1278.113525,3498.031184,9,0.024684938,0,1250000,0,6.687742472,0,0
"1981","hea","Northern Qiandong Miao",490.9567413,8024.271897,7,0.014643913,0,1250000,0,5.693655252,0,0
"1982","heb","Modern Hebrew",965.9433594,11531.265,8,0.006926505,0,4850000,0,6.142790556,0,1
"1983","hed","Herde",248.8071747,2739.96398,5,0.021805571,0,40000,0,4.397489071,0,0
"1984","heg","Helong",234.945097,221.6514954,3,0.024815493,0,14000,0,5.750662565,0,0
"1985","heh","Hehe",1225.376851,25348.0011,7,0.007986308,0,805000,0,6.210740407,0,0
"1986","hei","Heiltsuk-Oowekyala",1263.546631,163.7927646,2,0.015225195,1,90,1,6.450816631,0,0
"1987","hem","Hemba-Yazi",459.4773712,62607.11559,11,0.004157085,0,181000,0,5.349854231,0,0
"1988","her","Herero",221.673439,165266.8368,14,0.00490931,0,237000,0,4.460427761,0,0
"1989","hgm","Hai//om",270.5164566,8363.95205,3,0.005847214,0,18400,0,4.640383482,0,0
"1990","hgw","Haigwai",724.4180908,158.5694319,4,0.081309084,0,1060,0,6.134134293,0,0
"1991","hhi","Hoia Hoia-Ukusi-Koperami",877.3196131,24.366267,0,0,0,80,0,4.848486662,0,0
"1992","hhr","Keerak",32.27769279,25.63124827,2,0.075948972,0,13200,0,3.006101012,0,0
"1993","hhy","Hoyahoya-Matakaia",982.692627,23.26395649,2,0.111713663,0,95,0,4.942091465,0,0
"1994","hia","Lamang",430.8778992,495.7453564,12,0.085891741,0,40000,0,4.921094418,0,0
"1995","hib","Hibito",2457.545166,7884.937019,0,0,0,0,0,6.653686643,1,0
"1996","hid","Hidatsa",252.113903,520.062034,2,0.008544877,1,200,1,4.576221585,0,0
"1997","hif","Fiji Hindi",269.2339077,6579.324531,1,0.001418162,0,380000,0,5.511947036,0,1
"1998","hig","Kamwe",430.8778992,551.1263217,7,0.067702438,0,300000,0,4.921094418,0,0
"1999","hih","Pamosu",1746.354324,101.3438321,5,0.105963582,0,1500,0,6.392463326,0,0
"2000","hii","Hinduri",3127.183533,764.7821379,3,0.02871036,0,29700,0,6.342399716,0,0
"2001","hij","Hijuk",786.6901398,0.844015945,1,0.29458302,0,400,0,5.513936996,0,0
"2002","hik","Seit-Kaitetu",684.2754669,53.10690509,1,0.031520759,0,10200,0,6.42774415,0,0
"2003","hil","Hiligaynon",482.7392883,14660.62879,15,0.008348808,0,5770000,0,5.948838234,0,1
"2004","hio","Tsoa",264.2866211,32387.94005,9,0.008333064,0,6540,0,4.741435051,0,0
"2005","hiw","Hiw",25.77555847,11.86296177,0,0,0,150,0,3.052799463,0,0
"2006","hix","Hixkaryána",248.052536,2198.941287,1,0.003743913,0,600,0,4.605007648,0,0
"2007","hka","Kahe",788.3458252,518.9294694,5,0.044079331,0,2700,0,6.091187239,0,0
"2008","hke","Hunde",759.1260834,3229.001507,5,0.013722673,0,200000,0,5.973542094,0,0
"2009","hkk","Hunjara-Kaina Ke",1927.381836,715.9543578,3,0.024998836,0,8770,0,7.102321863,0,0
"2010","hla","Halia",529.6743622,161.3818903,4,0.029695376,0,20000,0,6.531032801,0,0
"2011","hlb","Halbi",412.6156006,12366.65665,8,0.013482467,0,593000,0,5.222826481,0,1
"2012","hld","Halang Doan",1037.010274,1092.948406,8,0.036924768,0,4350,0,6.188695431,0,0
"2013","hle","Hlersu",852.3858032,1626.757375,3,0.015044039,0,15000,0,6.32908392,0,0
"2014","hlt","Nga La",952.7190247,3392.411809,8,0.021733954,0,40000,0,5.983741283,0,0
"2015","hma","Southern Mashan Hmong",757.0621719,339.0861167,3,0.041292811,0,10000,0,5.882706523,0,0
"2016","hmb","Humburi Senni Songhay",86.28869343,2544.546853,5,0.011353447,0,25000,0,3.538048327,0,0
"2017","hmc","Central Huishui Hmong",432.3013611,138.0813264,4,0.061474424,0,40000,0,5.62680912,0,0
"2018","hmd","Diandongbei-Large Flowery Miao",1737.038391,7680.664617,3,0.003119471,0,300000,0,6.325858593,0,0
"2019","hme","Eastern Huishui Hmong",432.3013611,325.7204211,2,0.028823467,0,14000,0,5.62680912,0,0
"2020","hmf","Hmong Don",964.4109039,3034.913552,4,0.014886077,0,0,0,6.151949644,0,0
"2021","hmg","Southwestern Guiyang Hmong",632.4724579,331.1862234,4,0.053415151,0,70000,0,5.805731297,0,0
"2022","hmh","Southwestern Huishui Hmong",632.4724579,84.56085743,3,0.085233354,0,56000,0,5.805731297,0,0
"2023","hmi","Northern Huishui Hmong",432.3013611,434.5174161,3,0.034489681,0,70000,0,5.62680912,0,0
"2024","hmj","Ge",554.0281601,516.4668075,2,0.015949137,0,60000,0,5.779752731,0,0
"2025","hml","Luopohe Hmong",614.9846954,863.52554,4,0.023440416,0,61000,0,5.771865606,0,0
"2026","hmm","Central Mashan Hmong",757.0621719,1230.451331,5,0.036816812,0,70000,0,5.882706523,0,0
"2027","hmp","Northern Mashan Hmong",664.8210551,289.6879583,3,0.038681962,0,35000,0,5.810819467,0,0
"2028","hmq","Eastern Qiandong Miao",549.6121216,2272.576715,5,0.013007045,0,350000,0,5.760501385,0,0
"2029","hmr","Hmar",1553.515381,671.9901362,3,0.030718612,0,83400,0,6.260782719,0,0
"2030","hms","Southern Qiandong Miao",517.7348531,5216.7848,7,0.01047313,0,500000,0,5.63034296,0,0
"2031","hmt","Hamtai",1690.902893,5659.868799,9,0.021507422,0,45000,0,6.805873156,0,0
"2032","hmu","Hamap",568.1637573,10.70857358,2,0.110249751,0,900,0,6.116060734,0,0
"2033","hmv","Hmong Dô",982.96875,235.4666456,11,0.088152405,0,0,0,6.227783203,0,0
